,name,price,img,about,ing,category
"Fresho Amaranthus - Green, 1 kg","Fresho Amaranthus - Green, 1 kg",48,https://www.bigbasket.com/media/uploads/p/s/10000324_13-fresho-amaranthus-green.jpg,"
            A highly nutritious leafy vegetable, Amaranthus is also known as Chinese spinach. They are available in light purple, green or a bicolour of the two.
 Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/1109/thotakura-vadiyalu-curry/ 
","Fresho Amaranthus - Green, 1 kg",FRESH VEGETABLES
"Fresho Coriander Leaves, 1 kg","Fresho Coriander Leaves, 1 kg",258,https://www.bigbasket.com/media/uploads/p/s/10000326-4_1-fresho-coriander-leaves.jpg,"
            Coriander leaves are green, fragile with a decorative appearance. They contain minimal aroma and have a spicy sweet taste. Now do not bother wasting time cutting off the roots as we value your money and time and provide you the freshest leafy edible parts .  Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/33/green-chutney/ 
","Fresho Coriander Leaves, 1 kg",HERBS & SEASONINGS
"Fresho Curry Leaves, 1 kg","Fresho Curry Leaves, 1 kg",168,https://www.bigbasket.com/media/uploads/p/s/10000327-4_1-fresho-curry-leaves.jpg,"
            With dark green and glossy appearance, curry leaves have a strong flavour and release a tasty aroma when fried in hot oil.  Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/742/curryleaves-lemonade// 
","Fresho Curry Leaves, 1 kg",HERBS & SEASONINGS
"Fresho Dill Leaves, 1 kg","Fresho Dill Leaves, 1 kg",52,https://www.bigbasket.com/media/uploads/p/s/10000328-2_8-fresho-dill-leaves.jpg,"
            Green, flimsy and fernlike Dill leaves have a strong aroma. sharp tang and a spongy sugary flavour.Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/1793/dil-wale-pan-cake/ 
","Fresho Dill Leaves, 1 kg",HERBS & SEASONINGS
"Fresho Mint Leaves, 1 kg","Fresho Mint Leaves, 1 kg",52,https://www.bigbasket.com/media/uploads/p/s/10000329-4_1-fresho-mint-leaves.jpg,"
            Mint leaves are tender herbs with gentle stems and have a distinct pleasant aroma, pleasing taste, cool after-sensation and medicinal qualities. They are best used raw or added at the end of cooking in order to maintain their delicate flavour and texture. Do not forget to check out our delicious recipe-
https://www.bigbasket.com/cookbook/recipes/810/honey-mint-lemonade/ 
","Fresho Mint Leaves, 1 kg",FRESH VEGETABLES
"Fresho Garlic, 1 kg","Fresho Garlic, 1 kg",357,https://www.bigbasket.com/media/uploads/p/s/10000330-4_1-fresho-garlic.jpg,"
            Garlic is made of several heads wrapped in thin whitish layers. They are firm and have a mild flavour. Once crushed, they emit a strong and pungent aroma. Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/819/pull-apart-cheese-garlic-bread/ 
","Fresho Garlic, 1 kg",HERBS & SEASONINGS
"Fresho Onion - Sambhar, 1 kg","Fresho Onion - Sambhar, 1 kg",273,https://www.bigbasket.com/media/uploads/p/s/10000331-2_1-fresho-onion-sambhar.jpg,"
            Also known as button onions, Sambar Onions are relatively smaller onions with a mild flavour and slightly sweet taste.
        ","Fresho Onion - Sambhar, 1 kg",FRESH VEGETABLES
"Fresho Amla, 1 kg","Fresho Amla, 1 kg",115,https://www.bigbasket.com/media/uploads/p/s/10000332-4_1-fresho-amla.jpg,"
            Fresho  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.
        ","Fresho Amla, 1 kg",ORGANIC FRUITS & VEGETABLES
"Fresho Chilli - Green Long, Medium, 1 kg","Fresho Chilli - Green Long, Medium, 1 kg",63,https://www.bigbasket.com/media/uploads/p/s/10000333-4_1-fresho-chilli-green-long-medium.jpg,"
            Green chillis are the best kitchen ingredient to bring a dash of spiciness to recipes. The fresh flavour and sharp bite makes them a must in almost all Indian dishes. This particular green chilli variety is big.
        ","Fresho Chilli - Green Long, Medium, 1 kg",HERBS & SEASONINGS
"Fresho Drumstick, 1 kg","Fresho Drumstick, 1 kg",168,https://www.bigbasket.com/media/uploads/p/s/10000334-4_1-fresho-drumstick.jpg,"
            Drumsticks have long, dark green bumpy pods running along the length and fleshy pulp inside the pod encasing each seed. These pods have a faint bitter taste combined with slight sweetness. Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/1748/drumstick-tomato-curry/ 
","Fresho Drumstick, 1 kg",FRESH VEGETABLES
"Fresho Lemon, 1 kg","Fresho Lemon, 1 kg",63,https://www.bigbasket.com/media/uploads/p/s/10000335-4_1-fresho-lemon.jpg,"
            With a segmented flesh that has a unique pleasant aroma and a strong sour taste, lemons are round/oval and have a yellow, texturized external peel.
Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/142/sweet-lemon-pickle/ 
","Fresho Lemon, 1 kg",HERBS & SEASONINGS
"Fresho Tapioca, 1 kg","Fresho Tapioca, 1 kg",27,https://www.bigbasket.com/media/uploads/p/s/10000336-4_1-fresho-tapioca.jpg,"
            Starchy and mild flavoured Tapiocas are edible roots with a grainy textured flesh.
        ","Fresho Tapioca, 1 kg",FRESH VEGETABLES
"Fresho Ginger, 1 kg","Fresho Ginger, 1 kg",105,https://www.bigbasket.com/media/uploads/p/s/10000338-3_1-fresho-ginger.jpg,"
            Firm and fibrous ginger roots are stretched with multiple fingers that have light to dark tan skin and rings on it and is aromatic, spicy and pungent. The flavour gets intensified when the ginger is dried and lessens when cooked. Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/232/chinese-white-sauce/ 
","Fresho Ginger, 1 kg",HERBS & SEASONINGS
"Fresho Banana Flower, 1 pc","Fresho Banana Flower, 1 pc",13,https://www.bigbasket.com/media/uploads/p/s/10000339-4_1-fresho-banana-flower.jpg,"
            Banana flower, also known as banana blossom, is a tear-shaped maroon or purplish flower hanging at the end of banana clusters grows on the end of the stem holding a cluster of bananas. The edible flower has a unique and excellent taste rich in nutrients. With every purple outer sheath removed it has anthers which are edible.
        ","Fresho Banana Flower, 1 pc",FRESH FRUITS
"Fresho Radish - Red, 1 kg","Fresho Radish - Red, 1 kg",61,https://www.bigbasket.com/media/uploads/p/s/10000340-4_1-fresho-radish-red.jpg,"
            Pinkish to red and cylindrical-shaped, red radishes taper to a white flesh. These juicy, crispy radishes come with a tinge of spiciness.
        ","Fresho Radish - Red, 1 kg",FRESH VEGETABLES
"Fresho Turnip, 1 kg","Fresho Turnip, 1 kg",31,https://www.bigbasket.com/media/uploads/p/s/10000341-2_6-fresho-turnip.jpg,"
            With a white, firm and crunchy flesh, Turnips are made of edible roots, stem and leaves. They are starchy and succulent with a sweet and peppery flavour. Do not forget to check out our delicious recipe-https://www.bigbasket.com/cookbook/recipes/360/shalgam-ki-subzi/ 
","Fresho Turnip, 1 kg",FRESH VEGETABLES
"Fresho Zucchini - Green, 1 kg","Fresho Zucchini - Green, 1 kg",63,https://www.bigbasket.com/media/uploads/p/s/10000342-4_1-fresho-zucchini-green.jpg,"
            Zucchini is a long, slender, cucumber like green vegetable that is also called squash. The green variant has a firm flesh and a mild flavour. Do not forget to check out our delicious recipe-https://www.bigbasket.com/cookbook/recipes/1933/quinoa-with-vegetables/ 
","Fresho Zucchini - Green, 1 kg",EXOTIC FRUITS & VEGGIES
"Fresho Neelam Mango, 1 kg","Fresho Neelam Mango, 1 kg",178,https://www.bigbasket.com/media/uploads/p/s/10000343_3-fresho-neelam-mango.jpg,"
Neelam mangoes are perfectly shaped- large, oblong and pointed base. The skin is golden yellow with a floral aroma and an acidic-sweet taste. It is a late season variety.Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1342/mangoche-pie/ Calcium Carbide is not used in the ripening process of the mangoes.
","Fresho Neelam Mango, 1 kg",FRESH FRUITS
"Fresho Mango - Neelam, 2 kg","Fresho Mango - Neelam, 2 kg",270,https://www.bigbasket.com/media/uploads/p/s/10000344_3-fresho-mango-neelam.jpg,"
            Fresho is our brand of fresh fruits and vegetables which are individually handpicked everyday by our experienced and technically competent buyers. Our buying, storing and packaging processes are tailored to ensure that only the fresh, nutrient dense, healthy and delicious produce reaches your doorstep. We guarantee the quality of all Fresho products. If you're not satisfied with the freshness of the items, you can hand them back to our Customer Experience Executive (CEE) for a full refund.  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability. Click here for delicious fruit recipes - https://www.bigbasket.com/flavors/collections/228/fresh-fruits/ 
","Fresho Mango - Neelam, 2 kg",FRESH FRUITS
"Fresho Banana - Nendran, 500 g","Fresho Banana - Nendran, 500 g",48,https://www.bigbasket.com/media/uploads/p/s/10000345-4_1-fresho-banana-nendran.jpg,"
            These Nendran bananas hail from Kerala, where they are a staple fruit. They have a pale yellow colour with silky flesh and compared to other varieties, they have a distinctive colour and texture owing to the cultivation adopted for this variety.  Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/573/banana-pancake/ 
","Fresho Banana - Nendran, 500 g",FRESH FRUITS
"Fresho Banana - Nendran, 1 kg","Fresho Banana - Nendran, 1 kg",94,https://www.bigbasket.com/media/uploads/p/s/10000346-4_1-fresho-banana-nendran.jpg,"
            These Nendran bananas hail from Kerala, where they are a staple fruit. They have a pale yellow colour with silky flesh and compared to other varieties, they have a distinctive colour and texture owing to the cultivation adopted for this variety.  Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/573/banana-pancake/ 
","Fresho Banana - Nendran, 1 kg",FRESH FRUITS
"Fresho Copra Dry, 500 g approx. 3 to 4 nos","Fresho Copra Dry, 500 g approx. 3 to 4 nos",59,https://www.bigbasket.com/media/uploads/p/s/10000347_6-fresho-copra-dry.jpg,"
            Copra is completed from the premium grade of coconuts and exclusively designed to keep the goodness of coconut oil. It is completed from the best coconuts, ensuring best quality, edible grade coconut oil with advanced packaging to guarantee a long shelf life.
        ","Fresho Copra Dry, 500 g approx. 3 to 4 nos",FRESH VEGETABLES
"Fresho Copra Dry, 1 kg approx. 7 to 8 nos","Fresho Copra Dry, 1 kg approx. 7 to 8 nos",115,https://www.bigbasket.com/media/uploads/p/s/10000348_13-fresho-copra-dry.jpg,"
            Copra is completed from the premium grade of coconuts and exclusively designed to keep the goodness of coconut oil. It is prepared from the best coconuts, ensuring best quality, edible grade coconut oil with higher packaging to ensure a long shelf life.
        ","Fresho Copra Dry, 1 kg approx. 7 to 8 nos",FRESH VEGETABLES
"Fresho Custard Apple, 500 g","Fresho Custard Apple, 500 g",105,https://www.bigbasket.com/media/uploads/p/s/10000349-2_8-fresho-custard-apple.jpg,"
            Fresho is our brand of fresh fruits and vegetables which are individually handpicked everyday by our experienced and technically competent buyers. Our buying, storing and packaging processes are tailored to ensure that only the fresh, nutrient dense, healthy and delicious produce reaches your doorstep. We guarantee the quality of all Fresho products. If you're not satisfied with the freshness of the items, you can hand them back to our Customer Experience Executive (CEE) for a full refund. Custard apples are compund, thin yet hard-skinned, white, granular, creamy, sweet tasting, aromatic flesh that encloses a cluster of flesh-covered seeds. They are native to the western tropical regions.  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability. Click here for delicious fruit recipes - https://www.bigbasket.com/flavors/collections/228/fresh-fruits/ 
","Fresho Custard Apple, 500 g",EXOTIC FRUITS & VEGGIES
"Fresho Custard Apple, 1 kg","Fresho Custard Apple, 1 kg",210,https://www.bigbasket.com/media/uploads/p/s/10000350-2_5-fresho-custard-apple.jpg,"
            Fresho is our brand of fresh fruits and vegetables which are individually handpicked everyday by our experienced and technically competent buyers. Our buying, storing and packaging processes are tailored to ensure that only the fresh, nutrient dense, healthy and delicious produce reaches your doorstep. We guarantee the quality of all Fresho products. If youre not satisfied with the freshness of the items, you can hand them back to our Customer Experience Executive (CEE) for a full refund. Custard apples are compund, thin yet hard-skinned, white, granular, creamy, sweet tasting, aromatic flesh that encloses a cluster of flesh-covered seeds. They are native to the western tropical regions.  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability. Click here for delicious fruit recipes - https://www.bigbasket.com/flavors/collections/228/fresh-fruits/ 
","Fresho Custard Apple, 1 kg",EXOTIC FRUITS & VEGGIES
"Fresho Apple - Shimla, 500 g","Fresho Apple - Shimla, 500 g",75,https://www.bigbasket.com/media/uploads/p/s/10000351-4_1-fresho-apple-shimla.jpg,"
            Fresho  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability. Click here for delicious fruit recipes - https://www.bigbasket.com/flavors/collections/228/fresh-fruits/ 
","Fresho Apple - Shimla, 500 g",FRESH FRUITS
"Fresho Apple - Shimla, 1 kg","Fresho Apple - Shimla, 1 kg",149,https://www.bigbasket.com/media/uploads/p/s/10000352-4_1-fresho-apple-shimla.jpg,"
            Fresho  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability. Click here for delicious fruit recipes - https://www.bigbasket.com/flavors/collections/228/fresh-fruits/ 
","Fresho Apple - Shimla, 1 kg",FRESH FRUITS
"Fresho Sprouts - Mixed Gram, 200 g","Fresho Sprouts - Mixed Gram, 200 g",24,https://www.bigbasket.com/media/uploads/p/s/10000355_11-fresho-sprouts-mixed-gram.jpg,"
            Sprouts Mixed gram are fine for health which contains greater concentration of nutrients like Vitamin E, A, C & K, iron, potassium, phyto chemicals, bioflavonoids, antioxidants, protein and chemo-protectants. It can be served at any point throughout the meal. Sprouts are referred to as medicine because of their health promoting properties.  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.
        ","Fresho Sprouts - Mixed Gram, 200 g",CUTS & SPROUTS
"Fresho Sprouts-Moong Green, 200 g","Fresho Sprouts-Moong Green, 200 g",40,https://www.bigbasket.com/media/uploads/p/s/10000356_11-fresho-sprouts-moong-green.jpg,"
            Bean sprouts are the young shoots of the mung bean with petite pale yellow to pale green leaves attached on a silvery bright white shoot. With a high water content, bean sprouts offer a crunch and subtle nutty flavour. We take a very good care while growing and preparing sprouts in order to prevent contamination. 
        ","Fresho Sprouts-Moong Green, 200 g",CUTS & SPROUTS
"Fresho Sprouts - Channa Brown, 200 g","Fresho Sprouts - Channa Brown, 200 g",19,https://www.bigbasket.com/media/uploads/p/s/10000357_11-fresho-sprouts-channa-brown.jpg,"
            Highly protenacious brown channa sprouts with white tails taste fabulous with a grainy texture and nutty flavour.  We take a very good care while growing and preparing sprouts as to prevent contamination. 
        ","Fresho Sprouts - Channa Brown, 200 g",CUTS & SPROUTS
"Fresho Sprouts - Horse Gram, 200 g","Fresho Sprouts - Horse Gram, 200 g",22,https://www.bigbasket.com/media/uploads/p/s/10000358_11-fresho-sprouts-horse-gram.jpg,"
            Horse gram is a reddish brown colored, oval-shaped, flattened and round, glossy skinned lentil. It is rich in minerals, especially iron, phosphorus and calcium. On the vitamin side, it is extremely high B-Complex. Since it falls into the legume family, it is rich in both proteins and fiber. It also contains antioxidants and polyphenols.  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.
        ","Fresho Sprouts - Horse Gram, 200 g",CUTS & SPROUTS
"Fresho Parwal, 1 kg","Fresho Parwal, 1 kg",199,https://www.bigbasket.com/media/uploads/p/s/10000365_10-fresho-parwal.jpg,"
            With a yellowish green skin, Parwal is short, slightly pointed at one end and blunt on the other. The flesh of this vegetable is creamy white with small and firm seeds.  It has a bland flavour, allowing it to absorb a variety of flavours from spices while cooking.  Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/1811/exotic-soup/ 
","Fresho Parwal, 1 kg",FRESH VEGETABLES
"Fresho Parwal, 500 g","Fresho Parwal, 500 g",100,https://www.bigbasket.com/media/uploads/p/s/10000366_9-fresho-parwal.jpg,"
            With a yellowish green skin, Parwal is short, slightly pointed at one end and blunt on the other. The flesh of this vegetable is creamy white with small and firm seeds.  It has a bland flavour, allowing it to absorb a variety of flavours from spices while cooking.  Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/1811/exotic-soup/ 
","Fresho Parwal, 500 g",FRESH VEGETABLES
"Fresho Beans - Double, 500 g","Fresho Beans - Double, 500 g",51,https://www.bigbasket.com/media/uploads/p/s/10000367-2_1-fresho-beans-double.jpg,"
            Double beans, also called 'Lima' or 'Butter' beans because of their starchy yet buttery texture, have a delicate flavour that compliments a wide variety of dishes. They are flat round beans that are light green in colour.
        ","Fresho Beans - Double, 500 g",FRESH VEGETABLES
"Fresho Beans - Double, 250 g","Fresho Beans - Double, 250 g",26,https://www.bigbasket.com/media/uploads/p/s/10000368-2_10-fresho-beans-double.jpg,"
            Double beans, also called 'Lima' or 'Butter' beans because of their starchy yet buttery texture, have a delicate flavour that compliments a wide variety of dishes. They are flat round beans that are light green in colour.
        ","Fresho Beans - Double, 250 g",FRESH VEGETABLES
"Fresho Guava, 1 kg","Fresho Guava, 1 kg",59,https://www.bigbasket.com/media/uploads/p/s/10000369_13-fresho-guava.jpg,"
            Savour the green guavas along with hard, pale yellow edible seeds. The off-white flesh is crunchy and mildly sweet with very good fragrance.   Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/802/fruit-salad-trifle/ 
","Fresho Guava, 1 kg",FRESH FRUITS
